lat	long	ocorrencias
-22.92534369	-43.42684754	"SEG SOL SEU IRMÃO ENCONTRA-SE EM OBITO POREM SOL NAO SABE INFORMAR SE FOI POR MAL SUBITO OU SE FORA ASSASSINADO POIS O MESMO FOI ENCONTRADO NA MATA. SOL INFORMA NAO SABER SE HA MARCAS DE PAF POIS O MESMO ENCONTRA-SE DE BRUÇOS.
SOL INFORMA QUE AGUARDARÁ NA CABINE DA POLICIA NA CAPELA NO LARGO DO SENTIDO PAU DA FOME
SOL (MARTA) É BRANCA BAIXA MAGRA VESTE CALÇA ROSA E BLUSA JEANS E IRMÃ (MARLI)CALÇA ROSA E BLUSA BRANCA"
0	0	"EM NOVO CTT SOL INF QUE ATE O MOMENTO NÃO CHEGOU VTR AO LOCAL / SOL PEDE BREVIDADE // ORIENTADO A ENTRAR EM CTT COM 191

OC 01472 - SOL INFORMA QUE COLIDIU NA TRASEIRA DE OUTRO VEÍCULO. E ESTÁ COM DORES NO PEITO // SOL INF QUE SAIU DA PISTA E ESTÁ PARADA NO POSTO // TRANSF. SAMU // SEM MAIS INFO
"
-22.74596572	-43.51212004	"SEG SOL RAPAZ FORTE USUARIO DE ENTORPECENTES ESTA QUEBRANDO TUDO DENTRO DE CASA. ATIRANDO MOVEIS PELA JANELA. 
SOL ESTAVA NA RUA PASSANDO PARA IR AO TRABALHO E FOI AMEAÇADO PELO MESMO DIZENDO-LHE PARA PASSAR LONGE DELE OU IRIA ATINGIR-LHE A MADEIRADAS;
SOL INFORMA QUE ONTEM A PM ESTEVE NO LOCAL POIS O MESMO QUEBROU AUTO DE MORADOR E AGREDIU MORADORES "
-22.62417238	-43.22241944	"SOL INF QUE SEU AUTO DE  PLACA .LQK-6151 GOL BRANCO 4 PORTAS ANO 2009 . AMASSADO NAS DUAS PORTAS LADO ESQUERDO E PARA BRISA ESTÁ ESTALADO.FOI ROUBADO POR 2  INDVS ARMADOS . EM UMA MOTO UM INDV BRANCO E OUTRO NEGRO.SEM DETALHES DA PLACA. MOTO GRANDE. 
E LEVARAM TBEM SEU CELULAR. 
CADASTRADO EM NOME DE FRANCISCO DAS CHAGAS CALDAS.
SOL PEDE TEL OUVIDORIA DA PM. E TRANSF PARA SETOR INFORMAÇÕES "
-22.80250035	-43.35617381	SEG SOL RELATA QUE É DE EMPRESA DE MONITORAMENTO DE VEICULOS E UM DE SEUS CLIENTES AO SAIR DE CASA TEVE O VEICULO NISSAN VERSA PRETO PLACA LSI 4424 ROUBADO . SOL RELATA QUE FORAM 6 INDVDS ARMADOS EM DOIS VEICULOS UM É UM RENAULT SANDERO E O OUTRO VEICULO PRATA QUE NÃO SOUBE INFORMAR MODELO. EMPRESA SATCOM RASTREADORES CNPJ 05231145000117
-22.70923385	-43.287109	(PROTOCOLO ANTERIOR : 05012017 01624 ) //      SEG SOL CAMINHÃO VOLKSWAGEN 13180 CABINE BRANCA COM  BAU CINZA DE PL HNL 3975 . COM CARGAS DA MOTO DA HONDA . CAMINHÃO LOCALIZADO NA VIA APOS ROUBO .  ( OBSERVAÇÕES: SOLICITANTE RELATA QUE NÃO CHEGOU A IR A DP PARA REGISTRO . PORQUE ASSIM QUE FOI LIBERADO PELOS MELIANTES O MESMO PROCEDEU ATÉ A EMPRESA PRIMEIRO E APOS OBTEVE A INFORMAÇÃO QUE O CAMINHÃO ESTAVA ABANDONADO E REALMENTE SE ENCONTRA ABANDONADO NA VIA APOS ROUBO DO CAMINHÃO E DA CARGA) 
-22.81160891	-43.31911926	SOL INF QUE 02 INDVS. SENDO UM NEGRO. ARMADOS. COM ARMA DE FOGO DE PORTE PEQUENO  EM UM AUTO MODELO C3 COR PRATA KVS 5672 COM ADESIVO ( KALLE'S CAR) NA PARTE DA FRENTE.NO VIDRO E NA PARTE DE TRÁS // SOL INF QUE ELES ESTAVAM DE UNIFORME . ONDE PARECIA SER DE SERVIÇOS //  SEM MAIS INFORMAÇÕES
-22.76739691	-43.50431442	SEG SOL EM INCURSÃO  ( NO DIA 04/01/2017 ÀS  23:20  SENDO ENCERRADA AS 5:00 DO DIA 05/012017) NA COMUINIDADE DANON.APÓS TROCAS DE TIROS. FOI  APREENDIDO FARTO MATERIAL DE ENTORPECENTES.1 RADIO TRANSMISSOR. CARREGADOR DE RADIO E DOIS ELEMENTOS - UM DELES CHEFE DO TRÁFICO.CONHECIDO COMO " NORTURNO". FORAM TRES VTRs   NO EVENTO .1ª VTR N 52-2428- DELTA QUATRO-DPO DE COMENDADOR SOARES/2º VTR Nº 52-1292-SETOR CSR COMENDADOR SOARES .JUNTAMENTE COM A SUPERVISÃO DE GRADUADO.SENDO ENCAMINHADOS PARA A  63 DP
-22.80811173	-43.36913521	SOL INF QUE CAMINHÃO BRANCO ESTA SENDO ROUBADO POR INDVS EM MOTOS // INF QUE ELES ESTÃO GRITANDO PRO MOTORISTA ANDAR RAPIDO. POREM DEVIDO AO TAMANHO DO CAMINHÃO NÃO ESTA SENDO POSSIVEL // INF QUE ELE ESTA DE LONGE E NÃO CONSEGUE VER PLC NE SE INDVS ESTÃO ARMADOS // PROX A COMUNIDADE DO CHAPADÃO
-22.80939562	-43.3701396	SOL INF QUE CAMINHÃO BRANCO ESTA SENDO ROUBADO POR INDVS EM MOTOS // INF QUE ELES ESTÃO GRITANDO PRO MOTORISTA ANDAR RÁPIDO. POREM DEVIDO AO TAMANHO DO CAMINHÃO NÃO ESTA SENDO POSSIVEL // INF QUE ELE ESTA DE LONGE E NÃO CONSEGUE VER PLC NE SE INDVS ESTÃO ARMADOS // PROX A COMUNIDADE DO CHAPADÃO. SEG SOL ELES ENTRARAM NA COMUNIDADE DO CHAPADÃO AGORA (REFERENTE AO PROT.: 02547
-22.85661035	-43.3310337	"SEG SOL BLOQUEOU NO LOCAL POIS MOTORISTA FOI ABORBADO POR APROX 3 MELIANTES. O QUAL MANTENDO MOTORISTA E AJUDANTES REFENS NO CITADO ENDEREÇO. SOL INFORMA QUE MELIANTES ESTAO LIGANDO PARA EMPRESA MANDANDO DESBLOQUEAR O VEICULO.
DADOS DO AUTO: CAMINHAO BAU BRANCO LUN1166"
-22.83335659	-43.41534019	SEG SOL   OCORRE UM TRAFICO  DE ENTORPECENTES NO LOCAL  CON TRES INDIVIDUOS   UM E BRANCA COM CABELOS DE REFLEXO VULGO RUSSAO   NOME ANDERSON  TINE E O OUTRO  CHAMA-SE ELIZEU   SEM INFOR DE ARMAS   ESCONDE AS DROGAS NAS ARQUIBANCADAS DA QUADRA DO CIEP 
-22.61760095	-43.17743387	"SOL INF QUE SUA IRMÃ (TAIANE) TEVE SUA CASA INVADIDA PELA CUNHADA (. // SOL INF QUE O MARIDO DE SUA IRMÃ SE ENCONTRA PRESO E A CUNHADA ESTÁ COLOCANDO TODAS AS SUAS COISAS E DIZENDO QUE VENDEU A CASA.  // SOL INF QUE SUA IRMÃ FOI AGREDIDA E ESTÁ NA RUA COM AS CRIANÇAS NO LOCAL. 

TELEFONE DA IRMÃ: 21 976594274"
-22.86492461	-43.54479972	SEG SOL SEU EX-MARIDO (QUE É EX-PRESIDIÁRIO) ESTÁ ALTERADO E TENTANDO ENTRAR NA RESIDÊNCIA DE SOL QUEBRANDO A PORTA. SOL ESTÁ NO LOCAL PARA RECEBER A VTR. AGORA NESTE MOMENTO ESTA QUEBRANDO TUDO DENTRO DE CASA TEME ACONTECER ALGO PIOR ( 05012017 02740 OCORRENCIA ANTERIOR )
-22.87352599	-43.20633173	AYJ9431 //SEG SOL HOMEM AGREDINDO FISICAMENTE UMA MULHER NA VIA EM AUTO TÁXI AMARELO PLACA AYJ 9431 // SOL RETORNA PARA REINRTERAR OCORRENCIA ANTERIOS 02915 E INFORMA QUE TAXI ENCONTRA-SE NESTE MOMENTO NA PONTE RIO NITEROI  // NAO ESTA MAIS AGREDINDO MULHER E VITIMA ESTA  NO VEICULO SOL INFORMA QUE A MESMA DEVE TER HEMATOMAS//TAXI ESTA EM MOVIMENTO  SEM MAIORES INFORMACOES 
-22.76115282	-43.42312296	SEG SOL SEU FUNCIONÁRIO FOI ASSALTADO.POR 3 INDVS ARMADOS COM ARMA DE FOGOQUE   ESTÃO RONDANDO O LOCAL /1 º INDV MAGRO MORENO CLARO. ESTA DE BLUSA VERMELHA.BERMUDA E BONÉ PRETOS/ 2 º INDV NEGRO. ESTA DE CAMISA CINZA CLAROS BERMUDA ESCURA./3 º MORENO CLARO SEM CAMISA.DE MOCHILA PRETA E BONÉ PRETO.TODOS TRES DE CHINELOS TIPO HAVAIANAS/ SOL NAO VIU  ARMA COM INDV.ATÉ PORQUE ELES ESTAVAM PASSANDO  NO LOCAL
-22.86399635	-43.33836079	"SOL INF QUE 4 INDVS .SENDO 3 INDVS MULATOS E UM BRANCO.  EM DUAS MOTO. SEM DETALHES DA MOTO. ABORDANDO E ROUBANDO  CAMINHÕES DE CARGA. PARA ADENTRARAM NA COMUNIDADE. ISSO ESTÁ ACONTECENDO A TODO O TEMPO.
INDVS ESTÃO ABORDANDO NA RUA LEOPOLDINA DE OLIVEIRA E SOBE NA RUA BURITI."
-22.70580568	-43.3073202	"SOL INF QUE SUA VIZINHA ESTA COM SOM MUITO ALTO VFale que a viatura indo ao
local não é garantia de que o
som não volte a incomodar.
• Comente. se possível. que o
atendimento será mais eficaz
se a parte reclamante se
dirigir aos policiais quando
estes chegarem no local para
a mediação do conflito ."
-22.87941837	-43.5734823	SOL INF QUE AUTO HYUNDAI TUCSON PRATA. PLC EUD 3806 ESTA PARADO A MAIS DE 10 MIN E QUE ELE PAROU AO LADO DE UMA PICK UP DE UM COMERCIANTE. DEPOIS PAROU A FRENTE DELA. DESCEU A OBSERVOU E VOLTOU PARA O AUTO E ESTA PARADO COM ELE LIGADO // NÃO SABE PRECISAR A QUANTIDADE DE INDVS DENTRO DO MESMO POIS OS VIDROS SÃO MUITOS ESCUROS // INF QUE TEMEM POIS TEM DIVERSOS COMERCIOS NA LOCALIDADE
-22.75428501	-43.28960818	"SEG SOL FUNCIONARIO (EM VIAS DE DESLIGAMENTEO DA EMPRESA) EM COMPANHIA DE OUTROS 2 HOMENS (QUE NAO SAO FUNCIONARIOS  ESTA FAZENDO ESCANDALO. GRITANDO AMEAÇANDO ENTRAR. SENDO QUE ESTE É FUNCIONARIO EXTERNO SOMENTE PODENDO ACESSAR A EMPRESA ATE AS 7 DA MANHA 
E A MESMA ESTA SE SENTINDO ACUADA POIS ELE ESTA DEVIDAMENTE ALTERADO E EM COMPANHIA DE 2 HOMENS SUSPEITOS
"
-22.83910145	-43.40176821	"SOL INF QUE ONTEM SOFREU UM ASSALTO. ROUBARAM SEU AUTO. E SOL INFORMOU  O ENDEREÇO ERRADO. TANTO NO 190 QUANTO DP. ORIENTADA A PROC DP . PARA  CORREÇÃO 

SOL INF QUE O LOCAL  INDVS EM UM AUTO   SUZUK  PRATA .ESTÃO PRATICANDO ROUBOS. DIÁRIO. SEM DETALHES DOS INDVS E AUTO"
-22.86523218	-43.45732662	SOL.INF.QUE UMA SENHORA  ESTA SENDO AGREDIDA PELA SOBRINHA . A MESMA TENTA SAIR DA CASA . PORÉM NÃO CONSEGUE . SENHORA TEM 92 ANOS  E A SOBRINHA DIZ QUE QUANDO A PMERJ  CHEGAR NO LOCAL . VAI FINGIR QUE TEM PROBLEMAS. SOBRINHA AGRIDE  AS PESSOAS  NA CASA . A TIA E O MARIDO TAMBEM.  SENHORA ESTA LUCIDA. MAIS NA FRENTE DA SOBRINHA  NÃO VAI FALAR . PORQUE   MAIS TARDE IRÁ SOFRER AGRESSÕES. IDOSA TEM UM TELEFONE QUE CONSTA O NUMERO DOS NETOS. SEM MAIS 
-22.82086561	-43.3976385	SOL INF QUE 4 INDIVS (TODOS DE CAPACETE - UM PRETO E UM BRANCO) EM DUAS MOTOS (UMA DELAS DE PLACA LCG 8842) ROUBARAM UM AUTO CARGA DA VIGOR GREGO PLACA KOR 3857 E SEGUIRAM EM DIREÇÃO AO CHAPADÃO.  O MOTORISTA FOI LEVADO JUNTO NUMA MOTO. //  SOL NÃO VIU ARMAS.
-22.89158498	-43.12496903	SOL INF QUE IRIA EMBARCAR NUM ÔNIBUS PARA ARARUAMA E O MOTORISTA PEDIU PARA QUE O SOL LIGASSE PARA A PMERJ. O COLETIVO É DA EMPRESA AUTO VIAÇÃO 1001 SENTIDO ARARUAMA SOB O NÚMERO DE ORDEM RJ 108.222. // SOL INF QUE MOTORISTA NÃO O DEIXOU EMBARCAR E PEDIU PARA QUE FOSSE FEITA A LIGAÇÃO. SOL NÃO TEM MAIS INF. // ÔNIBUS ESTÁ PARADO MAS A SUA SAÍDA É AS 10:15.
-22.79036184	-43.1726474	SEG SOL RELATA QUE SEU VEICULO FORD FIESTA BRANCO SEDAN PLACA JIW 3221 - BRASILIA -DF. QUE FOI ROUBADO NA DATA DE 17/12/2016 ACABA DE SER LOCALIZADO NO ENDEREÇO CITADO. SOL RELATA QUE ESTA A 100M DO VEICULO AGD VTR. SOL RELATA QUE REGISTROU B.O NA 37ºDP NÃO SOUBE PASSAR O NÚMERO DO R.O
-22.82244492	-43.04527284	SOL.SGT ALEXANDRE ESTA NA DELEGACIA COM OC VITIMA DE TRANSITO E SE DEPAROU COM UM INDIVIDUO QUE FOI ESFAQUEADO PELA FILHA E A VITIMA TEME VOLTAR PARA CASA E ALGO PIOR POSSA LHE ACONTECER.SOL.SOLICITA VTR PARA O LOCAL . SEM MAIS / VITIMA / CARLOS AUGUSTO
-22.83943551	-42.98926955	"SEG SOL COMERCIALIZA ENTORPECENTES VULGO ""BADALO"" HOMEM DE APROX 19-20 ANOS NEGRO FORTE ALTO CABELO PINTADO DE VERMELHO. AGRIDE OS MORADORES. INCLUSIVE OS MENORES QUE TRABALHAM PARA ELE COM  RADIO TRANSMISSOR
TRAFICO COMEÇA 8:30/9HS ATE  21/22HS
DEPOIS DESSE HORARIO ENTRA O CHEFE VULGO ""RATO"" MULATO BAIXO ESTATURA MEDIANA CABELO PINTADO DE LOIRO. FICANDO ATE DE MANHA. HORARIO QUE REVEZA COM O BADALO
AMBOS ANDAM ARMADOS DE FUZIL E PISTOLA
""BADALO""' MORA NA RUA JOSE DA SILVA EM UMA CASA DE CIMENTO SEM PORTAO."
-22.98589324	-43.18840446	SOL INF QUE ACONTECEU UMA COLISÃO ENVOLVENDO AUTO HONDA CIVIC PRATA PLACA  KZS-3002./ AUTO PLACA PYS-8341 HB20 PRETA UMA. CONDUTOR E´ ESTRANGEIRO. E SOL INF QUE DENTRO  DO AUTO HB20 TEM GARRAFAS DE BEBIDAS QUEBRADAS  E CONDUTOR COM CHEIRO MUITO FORTE DE ÁLCOOL. UMA VÍTIMA  E TRANSF PARA SAMU
-22.91041229	-43.3715564	"SOL INF QUE ESTÁ EM FRENTE AO  SUPERMERCADO GUANABARA . PRECISANDO DE UM APOIO PM. POIS PRECISA FAZER ATENDIMENTO MÉDICO DE UM MORADOR. PASSANDO MAL . DEVIDO SER ÁREA DE RISCO NA
COMUNIDADE JORDÃO . SOL NÃO CONSEGUE SUBIR. E AGUARDA EM FRENTE AO GUANABARA "
-22.82543599	-43.33509922	SOL INF QUE SEU EX COMPANHEIRO TRABALHA COMO SEGURANÇA NO CEASA E HOJE ESTAVA FAZENDO COMPRAS NO MERCADO TREM BOM DENTRO DO CEASA E O INDV FOI ATÉ O MERCADO E A IMPEDIU DE SAIR COM SEU VEÍCULO PARA O LOCAL. // SEG SOL TEME RETORNAR PARA BUSCAR SEU VEÍCULO POIS JÁ FOI AMEAÇADA PELO MESMO E O INDV ESTÁ FAZENDO LIGAÇÕES MANDANDO A MESMA VOLTAR PARA O CARRO. // SOL INF QUE ESTÁ PRÓXIMA DO LOCAL E PEDE APOIO. -- SEM MAIS. 
-22.85245342	-43.26391044	SOL INF QUE CONSEGUE OUVIR DOS FUNDOS DE SUA RESIDÊNCIA NO ENDEREÇO CITADO SEU VIZINHO GRITANDO COM A ESPOSA E EFETUANDO DIVERSOS XINGAMENTOS. // SEG SOL CONSEGUIU OUVIR QUE O VIZINHO IMPEDE A ESPOSA DE SAIR DA RESIDÊNCIA. // SOL NÃO SOUBE PRECISAR O NÚMERO DA CASA MAS RELATA QUE IRÁ RECEBER VTR E APONTAR AONDE OCORRE O FATO. -- SEM MAIS.  
-22.84481777	-43.37622414	SOL INF QUE SEU ENTIADO INVADIU A IGREJA NO QUAL O PAI É PASTOR E SE RECUSA A SAIR DO LOCAL. // SEG SOL O INDV É USUÁRIO DE ENTORPECENTES E É MUITO AGRESSIVO. // SOL INF QUE JÁ FOI FEITO CTT COM O MESMO PORÉM ELE CONTINUA SE RECUSANDO A SAIR DO LOCAL. -- SEM MAIS. 
-22.8995272	-43.18619724	SOL. INF UM INDIVIDUO FAZENDO USO DE ENTORPECENTES; INDIVIDUO . BAIXO . MORENO. COM UMA TOALHA AMARELA  ENROLADA NO ANTE - BRAÇO DIREITO E EXISTE UMA CRIANÇA  CERCA DE 08 ANOS JUNTO COM ELE . OS DOIS ESTÃO SENTADO NA CALÇADA E AO SEU LADO  UMA CARROÇA .SEM MAIS 
-22.72647004	-43.56743355	SEG SOL APROXIMADAMENTE 8 ELEMENTOS FORTEMENTE ARMADOS ROUBARAM CARGAS DE CIGARROS E PASSARAM A CARGA PARA AUTO ECO SPORT BRANCO MODELO RECENTE PLACA LBM SEM INF DE NUMERICA   . CAMINHÃO KIA BAU ALUMINIO SEM INF DE PLACA ESTÁ JUNTO COM OS MELIANTES . SEM MAIS INFORMAÇÕES 
-22.92977995	-43.24259317	"SEG SOL SOLICITOU UM ORÇAMENTO PARA TROCA DE PEÇA E INDS ESTÃO QUERENDO EXECUTAR O SERVIÇO PARA COBRAR VALOR MAIS ALTO QUE O DE MERCADO // SOL INFORMA QUE JÁ FOI VÍTIMA DESSE GOLPE EM OUTRA LOJA QUE ADMINISTRA E ELES NÃO ESTÃO OBEDECENDO À FUNCIONÁRIA QUE SOLICITA APENAS O ORÇAMENTO.
"
-22.85289578	-43.3140266	"SEG SOL AGIOTAS ESTÃO PERSEGUINDO-A. SOL INFORMA QUE OS MESMOS ESTAO E/F AO SALÃO QUE FICA NA ESQUINA DA RUA COM AUTOMOVEL CLUBE. AMEAÇANDO-A EMBORA SOL NAO MAIS TENHA DIVIDA COM OS MESMOS. DE SUA CASA SOL NAO CONSEGUE VE-LOS POIS NAO SABE COMO SAO FISICAMENTE. DE SUA JANELA VE UM INDV PARADO E/F A VILA
MAGRO CALAÇA JEANS CAMISA PRETA ESTAMBAPADA. BONE PRETO. MOCHILA PRETA NAS COSTAS"
-22.89422397	-43.25836658	SOL INF QUE CERCA DE 05 INDVS ESTÃO EFETUANDO ROUBO A CARGA DE UM CAMINHÃO NO ENDEREÇO CITADO. // SEG SOL INDVS COM ARMAS DE FOGO EM UMA MOTO E EM UM CARRO QUE LEVARAM O CAMINHÃO PARA O LOCAL. PORÉM O CAMINHÃO BLOQUEOU E OS INDVS SE EVADIRAM DO LOCAL. POSTERIORMENTE ESSES OUTROS 05 INDVS CHEGARAM NO LOCAL SEM ARMAS DE FOGO E COMEÇARAM A RETIRAR A CARGA DO CAMINHÃO E ESTÃO AMEAÇANDO AS PESSOAS PARA QUE NÃO SEJA FEITO CTT COM A POLICIA. -- SEM MAIS. 
-22.85029246	-43.33178466	SEG SOL VIU CERCA DE CINCO HOMENS ARMADOS ROUBAREM UM CAMINHÃO O QUAL INFORMA QUE ESTÁ NA RUA CITADA. PORÉM NÃO SOUBE INFORMAR MAIORES DETALHES.DIZ QUE LEVARAM OUTRO CAMINHÃO DE ELETRODOMÉSTICOS PARA RUA CARLOS FERREIRA E PEDIU PARA INFORMAR.SEM MAIS INFM
-22.83999777	-43.31053238	SEG SOL FOI INFORMADO POR ESPOSA QUE CERCA DE DOIS INDVDS INVADIRAM CONSULTÓRIO ODONTOLÓGICO E ROUBARAM AUTO PEUGEOT 207  PLACA KZL 5406 DE DENTISTA/SOL PEDE AUX. DE VIATURA POIS  FUNCIONÁRIOS E CLIENTES ESTÃO PRESOS DENTRO DE CONSULTÓRIO//OCORRE NO LARGO DO BICÃO EM CIMA DE UMA LANCHONETE
-22.82601303	-43.31944966	SEG SOL UM INDV INFORMOU AO SD QUE UMA UNO BEGE DE CAPUT PRETO PLACA: LHQ1738. ESTAVA PRATICANDO ROUBOS NA AV MERITI. GUARNIÇÃO ABORDOU O AUTO.FORAM TRES INDVS PRESOS.UM SIMULACRO(ARMA DE BRINQUEDO) DOIS CELULARES. E O AUTO FOI APREENDIDO . MAIS NÃO CONSTA COMO ROUBADO.ESTÃO NA 38 DP. SEM MAIS.
-22.79605161	-43.36786688	SEG SOL INDVS MENORES DE IDADES ENTRAM POR TRAS DO  ENDEREÇO CITADO ENTRAM NO 348 E PULAM PARA DENTRO DE UMA FABRICA DESATIVADA E LÁ FAZEM A ENDOLAÇÃO EDAS DROGAS PARA O COMERCIO SOL INF. QUE FICA SEMPRE UM NA CAIXA DAGUA ONDE TEM UMA VISÃO DE TODOS OS MOVIMENTOS DA RUA PRINCIPALMENTE DA AUTOMOVEL CLUBE A FABRICA FICA E/F A GARAGEM DA FLORES AO LADO CORPO DE BOMBEIROS
-22.98532669	-43.20254988	SOL INF 2 INDVS SEM CAMISA DE SHORT LARGO // UM DE BONÉ E OUTRO COM ALGO AMARRADO NA CABEÇA // NÃO ESTAVA ARMADOS // INF QUE TEM MAIS 2 NO OUTRO LADO DA RUA // OS MESMOS COMEÇARAM  A SEGUIRAM SOL // INF QUE ENTROU EM SEU CONDOMÍNIO E INDVS FORAM ATRAS DE UM CASAL // INF QUE AGORA OS MESMOS SE ENCONTRAM PRÓXIMO AO 614 // NÃO VISUALIZOU ARMAMENTO //
-22.81195531	-43.40712502	SEG SOL RELATA QUE A GUARNIÇÃO ESTA NO LOCAL PROCURANDO POR UMA CRIANÇA DE 4 ANOS QUE TENHA DESAPARECIDO. SOL ACREDITA QUE POSSA ESTA NESSE CENTRO ESPIRITA POIS TIM RITUAL DE MAGIA NEGRA. E HÁ UMA MOVIMENTAÇÃO MUITO GRANDE NO LOCAL// POREM HOUVE QUEDA NA LIGAÇÃO IMPOSSIBILITANDO DE PEGAR MAIORES. INF. 
-22.83902235	-43.36229682	SEG SOL 2 INDVS EM 1 MOTO PRETA ESTÃO ASSALTANDO CAMINHÕES DE CARGA NO ENDEREÇO INFORMADO. SOL INFO QUE INDVS ABORDAM O MOTORISTA E O FAZEM PROSSEGUIR ATÉ A RUA PROFESSORA IRIA GOULART (ÚLTIMA RUA) ONDE OCORRE O ROUBO. FATO JÁ OCORREU PELO MENOS 4 VEZES HOJE. /// SOL INFO INDVS SEM CAPACETES. UM BRANCO E OUTRO NEGRO. AMBOS COM CAMISETAS ESCURAS E PORTANDO PISTOLAS.
-22.88460239	-43.62029661	OCORRE NA RUA FREI TIMOTEO NO SALÃO MARCELLE///SEG SOL UMA MULHER CHEGOU EM SEU SALÃO CHUTANDO A PORTA E AS DUAS FORAM EM VIAS DE FATO E A MULHER ESTA DANIFICANDO O SALÃO DA SOL. E ESTA ACOMPANHADA COM MAIS 5 PESSOAS. AMBOS NO LOCAL.SEM MAIS.///OCORRE SALÃO MARCELLE
-22.78241866	-43.53949854	SOL INF QUE SUA VIZINHA FAZ AMEAÇAS SE SOL SAIR DE CASA SERA AGREDIDA PELA MESMA // SOL INF QUE MULHER ESTÁ A FRENTE DE SEU PORTÃO LHE AGREDINDO COM PALAVRAS DE BAIXO ESCALÃO E LHE COAGINDO // SOL TEME POIS MULHER RECENTEMENTE TEVE ENVOLVIMENTO EM UM CRIME NO QUAL ESFAQUEOU MENOR DE IDADE // SEM MAIS 
-22.86720438	-43.3163479	SOL INF QUE INDV É PEDÓFILO E VIVE CHEIO DE CRIANÇAS EM SUA RESIDÊNCIA // INF QUE ESTAVA COM UMA MENINA NO LOCAL MAS NÃO DAVA PARA VER OQUE OCORREU DENTRO DA RESIDÊNCIA // INF QUE TAMBÉM USA ESSAS CRIANÇAS PARA VENDER ARROZ E FEIJÃO PELA COMUNIDADE // OCORRE NA RUA DA BICA 121 PROX RUA PRIMAVERA EM CAVALCANTE // CHAMADA INTERROMPIDA
-22.92273594	-43.22586914	SOL INF QUE TRABALHA EM UM PRÉDIO   E DEIXOU SEU CARRO NA GARAGEM COM O CELULAR DENTRO // SEG SOL QUANDO FOI PROCURAR O CELULAR O MESMO NÃO ESTAVA MAIS NO LOCAL E O SINDICO INF QUE APENAS UM INDV ESTEVE NO LOCAL // SOL DESEJA VTR POIS VAI ACUSAR INDV QUE ESTAVA NO LOCAL// SEM MAIS
-22.80518249	-43.37113738	SEG SOL FOI ACIONADO DISPARO DE ROUBO PELO MOTORISTA DO CORREIO QUE ESTÁ EM AUTO DUCATO BRANCA PL:AYE 6716 . INF QUE TENTOU CTT COM MOTORISTA E NÃO OBTEVE SUCESSO APÓS SEGUNDA TENTATIVA O CELULAR FOI DESLIGADO.// SOL INF QUE VEÍCULO ENCONTRA-SE PARADO NO ENDEREÇO CITADO.
-22.80962777	-43.383351	SOL INF OS FUNCIONÁRIA  DA PREFEITURA ESTA NO LOCAL REALIZANDO LIMPEZA NA RUA  MAIS OS TRAFICANTE NA ÁREA NÃO ESTÃO DEIXANDO OS MESMOS REALIZAR O SERVIÇO SOL INF ESTÃO AMEAÇANDO OS FUNCIONARIO  NÃO SABE DIZER SE ESTÃO ARMADOS  E RUA JESUINO  DE ANDRADE BAIRRO SÃO MATEUS  SÃO JOAO DE MERITI  PROX POSTO MEDICO VILA UNIÃO
-22.81182333	-43.39665517	SEG SOL SUA MÃE E SEPARADO DE SEU PAI//  PORÉM O MESMO NÃO ACEITA A SEPARAÇÃO//    E HOJE PELA MANHÃ ESTEVE NA RESIDÊNCIA AMEAÇANDO ATEAR FOGO NA CASA//   SOL INF; QUE ELE E  SUA MÃE  ACABARAM DE SAIR  57ª DP//  ONDE FOI GERADO B.O  SOBRE O CASO//   ESTÃO VOLTANDO PARA CASA QUANDO SUA VIZINHA LIGOU INFORMANDO QUE O MESMO VOLTOU E ESTÁ NA PORTA DA CASA
-22.76834698	-43.36901986	SEG SOL UM INDV FAZ AMEAÇAS DE MORTE AS PESSOAS NA LOCALIDADE. ESTA ARMADO COM UM REVOLVER 38. INDIVIDUO TEM 1.72 DE ALTURA. CABELO GRISALHO.BARRIGUDO.GORDO.BRANCO.BERMUDA JEANS CHINELO E CAMISETA BRANCA.SE CHAMA VITOR.RESIDENCIA DELE TEM UM PORTÃO DO FLAMENGO. PINTADO DE VERMELHO E PRETO.INDV TEM UM FIAT PALIO VERDE QUATRO PORTAS.//SEG SOL ELE PRATICA  ASSALTOS A NOITE E ESTUPRADOR E ESTELIONATARIO.SEM MAIS.
-22.83936776	-43.40101982	SOL INF QUE TEVE AUTO FIORINO DE COR BRANCA  PLACA KMW 1443 COM CARGA DE FILTROS (PURIFICADOR) ROUBADA POR 1 INDIVIDUO MORENO FORTE TRAJANDO CAMISETA BRANCA E BERMUDA FAZENDO MENÇÃO DE ESTAR ARAMADO PORÉM SOL NÃO VIU ARMA - SEGUI SENTIDO ANCHIETA -- OUTRO CEL DE CTT 32741236 ( EMPRESA EDER SOFTER INDUSTRIA E COMERCIO )
