series_name,date,value
T682,2002-03-01,0
T683,1998-01-01,0
T683,1998-02-01,0
T683,1998-03-01,1
T683,1998-04-01,0
T683,1998-05-01,0
T683,1998-06-01,1
T683,1998-07-01,0
T683,1998-08-01,0
T683,1998-09-01,0
T683,1998-10-01,0
T683,1998-11-01,1
T683,1998-12-01,0
T683,1999-01-01,0
T683,1999-02-01,0
T683,1999-03-01,0
T683,1999-04-01,0
T683,1999-05-01,0
T683,1999-06-01,0
T683,1999-07-01,0
T683,1999-08-01,1
T683,1999-09-01,0
T683,1999-10-01,0
T683,1999-11-01,0
T683,1999-12-01,0
T683,2000-01-01,0
T683,2000-02-01,0
T683,2000-03-01,0
T683,2000-04-01,0
T683,2000-05-01,0
T683,2000-06-01,0
T683,2000-07-01,0
T683,2000-08-01,0
T683,2000-09-01,0
T683,2000-10-01,0
T683,2000-11-01,1
T683,2000-12-01,0
T683,2001-01-01,1
T683,2001-02-01,0
T683,2001-03-01,0
T683,2001-04-01,0
T683,2001-05-01,0
T683,2001-06-01,0
T683,2001-07-01,0
T683,2001-08-01,1
T683,2001-09-01,0
T683,2001-10-01,0
T683,2001-11-01,0
T683,2001-12-01,0
T683,2002-01-01,0
T683,2002-02-01,0
T683,2002-03-01,0
T684,1998-01-01,0
T684,1998-02-01,0
T684,1998-03-01,0
T684,1998-04-01,0
T684,1998-05-01,0
T684,1998-06-01,1
T684,1998-07-01,0
T684,1998-08-01,0
T684,1998-09-01,3
T684,1998-10-01,0
T684,1998-11-01,1
T684,1998-12-01,0
T684,1999-01-01,0
T684,1999-02-01,0
T684,1999-03-01,0
T684,1999-04-01,0
T684,1999-05-01,0
T684,1999-06-01,0
T684,1999-07-01,0
T684,1999-08-01,0
T684,1999-09-01,0
T684,1999-10-01,0
T684,1999-11-01,0
T684,1999-12-01,0
T684,2000-01-01,0
T684,2000-02-01,0
T684,2000-03-01,0
T684,2000-04-01,0
T684,2000-05-01,0
T684,2000-06-01,0
T684,2000-07-01,1
T684,2000-08-01,0
T684,2000-09-01,0
T684,2000-10-01,0
T684,2000-11-01,0
T684,2000-12-01,0
T684,2001-01-01,0
T684,2001-02-01,0
T684,2001-03-01,0
T684,2001-04-01,0
T684,2001-05-01,1
T684,2001-06-01,0
T684,2001-07-01,0
T684,2001-08-01,0
T684,2001-09-01,0
T684,2001-10-01,0
T684,2001-11-01,0
T684,2001-12-01,0
T684,2002-01-01,0
T684,2002-02-01,0
T684,2002-03-01,0
T685,1998-01-01,0
T685,1998-02-01,2
T685,1998-03-01,0
T685,1998-04-01,0
T685,1998-05-01,0
T685,1998-06-01,1
T685,1998-07-01,0
T685,1998-08-01,0
T685,1998-09-01,1
T685,1998-10-01,2
T685,1998-11-01,0
T685,1998-12-01,0
T685,1999-01-01,1
T685,1999-02-01,0
T685,1999-03-01,0
T685,1999-04-01,0
T685,1999-05-01,0
T685,1999-06-01,0
T685,1999-07-01,0
T685,1999-08-01,0
T685,1999-09-01,0
T685,1999-10-01,0
T685,1999-11-01,0
T685,1999-12-01,0
T685,2000-01-01,0
T685,2000-02-01,0
T685,2000-03-01,0
T685,2000-04-01,0
T685,2000-05-01,0
T685,2000-06-01,0
T685,2000-07-01,0
T685,2000-08-01,0
T685,2000-09-01,0
T685,2000-10-01,0
T685,2000-11-01,0
T685,2000-12-01,0
T685,2001-01-01,0
T685,2001-02-01,0
T685,2001-03-01,0
T685,2001-04-01,0
T685,2001-05-01,0
T685,2001-06-01,0
T685,2001-07-01,0
T685,2001-08-01,0
T685,2001-09-01,0
T685,2001-10-01,0
T685,2001-11-01,0
T685,2001-12-01,0
T685,2002-01-01,0
T685,2002-02-01,0
T685,2002-03-01,0
T686,1998-01-01,0
T686,1998-02-01,0
T686,1998-03-01,0
T686,1998-04-01,0
T686,1998-05-01,0
T686,1998-06-01,1
T686,1998-07-01,0
T686,1998-08-01,0
T686,1998-09-01,0
T686,1998-10-01,0
T686,1998-11-01,0
T686,1998-12-01,0
T686,1999-01-01,1
T686,1999-02-01,0
T686,1999-03-01,0
T686,1999-04-01,0
T686,1999-05-01,0
T686,1999-06-01,3
T686,1999-07-01,0
T686,1999-08-01,0
T686,1999-09-01,0
T686,1999-10-01,0
T686,1999-11-01,0
T686,1999-12-01,0
T686,2000-01-01,0
T686,2000-02-01,0
T686,2000-03-01,0
T686,2000-04-01,1
T686,2000-05-01,0
T686,2000-06-01,0
T686,2000-07-01,0
T686,2000-08-01,0
T686,2000-09-01,1
T686,2000-10-01,0
T686,2000-11-01,0
T686,2000-12-01,0
T686,2001-01-01,0
T686,2001-02-01,0
T686,2001-03-01,0
T686,2001-04-01,0
T686,2001-05-01,0
T686,2001-06-01,0
T686,2001-07-01,0
T686,2001-08-01,0
T686,2001-09-01,0
T686,2001-10-01,0
T686,2001-11-01,0
T686,2001-12-01,0
T686,2002-01-01,0
T686,2002-02-01,0
T686,2002-03-01,0
T687,1998-01-01,1
T687,1998-02-01,0
T687,1998-03-01,0
T687,1998-04-01,0
T687,1998-05-01,0
T687,1998-06-01,1
T687,1998-07-01,0
T687,1998-08-01,0
T687,1998-09-01,1
T687,1998-10-01,0
T687,1998-11-01,0
T687,1998-12-01,1
T687,1999-01-01,0
T687,1999-02-01,0
T687,1999-03-01,0
T687,1999-04-01,0
T687,1999-05-01,0
T687,1999-06-01,0
T687,1999-07-01,0
T687,1999-08-01,0
T687,1999-09-01,0
T687,1999-10-01,0
T687,1999-11-01,2
T687,1999-12-01,0
T687,2000-01-01,0
T687,2000-02-01,0
T687,2000-03-01,0
T687,2000-04-01,0
T687,2000-05-01,0
T687,2000-06-01,0
T687,2000-07-01,0
T687,2000-08-01,0
T687,2000-09-01,0
T687,2000-10-01,1
T687,2000-11-01,0
T687,2000-12-01,0
T687,2001-01-01,0
T687,2001-02-01,0
T687,2001-03-01,0
T687,2001-04-01,0
T687,2001-05-01,0
T687,2001-06-01,0
T687,2001-07-01,0
T687,2001-08-01,0
T687,2001-09-01,0
T687,2001-10-01,0
T687,2001-11-01,0
T687,2001-12-01,0
T687,2002-01-01,0
T687,2002-02-01,0
T687,2002-03-01,0
T688,1998-01-01,0
T688,1998-02-01,0
T688,1998-03-01,0
T688,1998-04-01,0
T688,1998-05-01,0
T688,1998-06-01,0
T688,1998-07-01,0
T688,1998-08-01,0
T688,1998-09-01,0
T688,1998-10-01,0
T688,1998-11-01,0
T688,1998-12-01,0
T688,1999-01-01,0
T688,1999-02-01,0
T688,1999-03-01,0
T688,1999-04-01,0
T688,1999-05-01,0
T688,1999-06-01,0
T688,1999-07-01,0
T688,1999-08-01,0
T688,1999-09-01,0
T688,1999-10-01,1
T688,1999-11-01,0
T688,1999-12-01,0
T688,2000-01-01,0
T688,2000-02-01,0
T688,2000-03-01,0
T688,2000-04-01,0
T688,2000-05-01,0
T688,2000-06-01,1
T688,2000-07-01,1
T688,2000-08-01,0
T688,2000-09-01,0
T688,2000-10-01,0
T688,2000-11-01,0
T688,2000-12-01,0
T688,2001-01-01,0
T688,2001-02-01,0
T688,2001-03-01,0
T688,2001-04-01,0
T688,2001-05-01,0
T688,2001-06-01,0
T688,2001-07-01,1
T688,2001-08-01,0
T688,2001-09-01,0
T688,2001-10-01,0
T688,2001-11-01,0
T688,2001-12-01,0
T688,2002-01-01,2
T688,2002-02-01,1
T688,2002-03-01,0
T689,1998-01-01,0
T689,1998-02-01,0
T689,1998-03-01,0
T689,1998-04-01,0
T689,1998-05-01,0
T689,1998-06-01,0
T689,1998-07-01,0
T689,1998-08-01,0
T689,1998-09-01,0
T689,1998-10-01,0
T689,1998-11-01,0
T689,1998-12-01,0
T689,1999-01-01,0
T689,1999-02-01,0
T689,1999-03-01,2
T689,1999-04-01,0
T689,1999-05-01,0
T689,1999-06-01,0
T689,1999-07-01,0
T689,1999-08-01,0
T689,1999-09-01,0
T689,1999-10-01,0
T689,1999-11-01,0
T689,1999-12-01,0
T689,2000-01-01,0
T689,2000-02-01,0
T689,2000-03-01,1
T689,2000-04-01,0
T689,2000-05-01,0
T689,2000-06-01,1
T689,2000-07-01,0
T689,2000-08-01,0
T689,2000-09-01,0
T689,2000-10-01,1
T689,2000-11-01,0
T689,2000-12-01,0
T689,2001-01-01,0
T689,2001-02-01,0
T689,2001-03-01,0
T689,2001-04-01,1
T689,2001-05-01,0
T689,2001-06-01,1
T689,2001-07-01,0
T689,2001-08-01,0
T689,2001-09-01,0
T689,2001-10-01,0
T689,2001-11-01,0
T689,2001-12-01,0
T689,2002-01-01,0
T689,2002-02-01,0
T689,2002-03-01,0
T690,1998-01-01,0
T690,1998-02-01,0
T690,1998-03-01,0
T690,1998-04-01,0
T690,1998-05-01,0
T690,1998-06-01,0
T690,1998-07-01,0
T690,1998-08-01,0
T690,1998-09-01,0
T690,1998-10-01,0
T690,1998-11-01,0
T690,1998-12-01,0
T690,1999-01-01,0
T690,1999-02-01,0
T690,1999-03-01,0
T690,1999-04-01,0
T690,1999-05-01,0
T690,1999-06-01,0
T690,1999-07-01,0
T690,1999-08-01,0
T690,1999-09-01,0
T690,1999-10-01,0
T690,1999-11-01,0
T690,1999-12-01,0
T690,2000-01-01,0
T690,2000-02-01,0
T690,2000-03-01,0
T690,2000-04-01,1
T690,2000-05-01,0
T690,2000-06-01,0
T690,2000-07-01,1
T690,2000-08-01,0
T690,2000-09-01,0
T690,2000-10-01,0
T690,2000-11-01,1
T690,2000-12-01,1
T690,2001-01-01,0
T690,2001-02-01,1
T690,2001-03-01,0
T690,2001-04-01,0
T690,2001-05-01,0
T690,2001-06-01,1
T690,2001-07-01,0
T690,2001-08-01,0
T690,2001-09-01,0
T690,2001-10-01,0
T690,2001-11-01,0
T690,2001-12-01,0
T690,2002-01-01,0
T690,2002-02-01,1
T690,2002-03-01,0
T691,1998-01-01,0
T691,1998-02-01,0
T691,1998-03-01,0
T691,1998-04-01,0
T691,1998-05-01,0
T691,1998-06-01,0
T691,1998-07-01,0
T691,1998-08-01,0
T691,1998-09-01,0
T691,1998-10-01,0
T691,1998-11-01,2
T691,1998-12-01,1
T691,1999-01-01,1
T691,1999-02-01,1
T691,1999-03-01,0
T691,1999-04-01,0
T691,1999-05-01,0
T691,1999-06-01,0
T691,1999-07-01,0
T691,1999-08-01,0
T691,1999-09-01,0
T691,1999-10-01,0
T691,1999-11-01,0
T691,1999-12-01,0
T691,2000-01-01,0
T691,2000-02-01,0
T691,2000-03-01,0
T691,2000-04-01,2
T691,2000-05-01,0
T691,2000-06-01,0
T691,2000-07-01,0
T691,2000-08-01,0
T691,2000-09-01,0
T691,2000-10-01,0
T691,2000-11-01,0
T691,2000-12-01,0
T691,2001-01-01,0
T691,2001-02-01,0
T691,2001-03-01,0
T691,2001-04-01,0
T691,2001-05-01,0
T691,2001-06-01,0
T691,2001-07-01,0
T691,2001-08-01,0
T691,2001-09-01,0
T691,2001-10-01,0
T691,2001-11-01,0
T691,2001-12-01,0
T691,2002-01-01,0
T691,2002-02-01,0
T691,2002-03-01,0
T692,1998-01-01,0
T692,1998-02-01,0
T692,1998-03-01,0
T692,1998-04-01,0
T692,1998-05-01,0
T692,1998-06-01,0
T692,1998-07-01,0
T692,1998-08-01,0
T692,1998-09-01,0
T692,1998-10-01,0
T692,1998-11-01,0
T692,1998-12-01,0
T692,1999-01-01,0
T692,1999-02-01,0
T692,1999-03-01,0
T692,1999-04-01,0
T692,1999-05-01,0
T692,1999-06-01,0
T692,1999-07-01,0
T692,1999-08-01,0
T692,1999-09-01,2
T692,1999-10-01,0
T692,1999-11-01,0
T692,1999-12-01,0
T692,2000-01-01,0
T692,2000-02-01,0
T692,2000-03-01,2
T692,2000-04-01,0
T692,2000-05-01,0
T692,2000-06-01,0
T692,2000-07-01,0
T692,2000-08-01,0
T692,2000-09-01,0
T692,2000-10-01,1
T692,2000-11-01,1
T692,2000-12-01,0
T692,2001-01-01,0
T692,2001-02-01,0
T692,2001-03-01,0
T692,2001-04-01,0
T692,2001-05-01,0
T692,2001-06-01,0
T692,2001-07-01,0
T692,2001-08-01,0
T692,2001-09-01,0
T692,2001-10-01,1
T692,2001-11-01,0
T692,2001-12-01,0
T692,2002-01-01,0
T692,2002-02-01,0
T692,2002-03-01,0
T693,1998-01-01,0
T693,1998-02-01,0
T693,1998-03-01,0
T693,1998-04-01,0
T693,1998-05-01,0
T693,1998-06-01,0
T693,1998-07-01,0
T693,1998-08-01,0
T693,1998-09-01,0
T693,1998-10-01,0
T693,1998-11-01,0
T693,1998-12-01,0
T693,1999-01-01,0
T693,1999-02-01,0
T693,1999-03-01,0
T693,1999-04-01,0
T693,1999-05-01,0
T693,1999-06-01,0
T693,1999-07-01,0
T693,1999-08-01,0
T693,1999-09-01,1
T693,1999-10-01,0
T693,1999-11-01,1
T693,1999-12-01,0
T693,2000-01-01,0
T693,2000-02-01,0
T693,2000-03-01,1
T693,2000-04-01,0
T693,2000-05-01,1
T693,2000-06-01,1
T693,2000-07-01,0
T693,2000-08-01,1
T693,2000-09-01,0
T693,2000-10-01,0
T693,2000-11-01,0
T693,2000-12-01,0
T693,2001-01-01,0
T693,2001-02-01,0
T693,2001-03-01,0
T693,2001-04-01,0
T693,2001-05-01,0
T693,2001-06-01,0
T693,2001-07-01,0
T693,2001-08-01,0
T693,2001-09-01,0
T693,2001-10-01,0
T693,2001-11-01,0
T693,2001-12-01,1
T693,2002-01-01,0
T693,2002-02-01,0
T693,2002-03-01,0
T694,1998-01-01,0
T694,1998-02-01,0
T694,1998-03-01,0
T694,1998-04-01,0
T694,1998-05-01,0
T694,1998-06-01,0
T694,1998-07-01,0
T694,1998-08-01,0
T694,1998-09-01,0
T694,1998-10-01,0
T694,1998-11-01,0
T694,1998-12-01,0
T694,1999-01-01,0
T694,1999-02-01,0
T694,1999-03-01,0
T694,1999-04-01,0
T694,1999-05-01,0
T694,1999-06-01,0
T694,1999-07-01,0
T694,1999-08-01,0
T694,1999-09-01,1
T694,1999-10-01,0
T694,1999-11-01,1
T694,1999-12-01,0
T694,2000-01-01,0
T694,2000-02-01,0
T694,2000-03-01,3
T694,2000-04-01,0
T694,2000-05-01,0
T694,2000-06-01,0
T694,2000-07-01,0
T694,2000-08-01,0
T694,2000-09-01,0
T694,2000-10-01,0
T694,2000-11-01,0
T694,2000-12-01,0
T694,2001-01-01,0
T694,2001-02-01,0
T694,2001-03-01,0
T694,2001-04-01,0
T694,2001-05-01,0
T694,2001-06-01,0
T694,2001-07-01,0
T694,2001-08-01,0
T694,2001-09-01,0
T694,2001-10-01,0
T694,2001-11-01,0
T694,2001-12-01,0
T694,2002-01-01,1
T694,2002-02-01,0
T694,2002-03-01,1
T695,1998-01-01,0
T695,1998-02-01,0
T695,1998-03-01,0
T695,1998-04-01,0
T695,1998-05-01,0
T695,1998-06-01,0
T695,1998-07-01,0
T695,1998-08-01,0
T695,1998-09-01,0
T695,1998-10-01,0
T695,1998-11-01,0
T695,1998-12-01,0
T695,1999-01-01,0
T695,1999-02-01,0
T695,1999-03-01,0
T695,1999-04-01,0
T695,1999-05-01,0
T695,1999-06-01,0
T695,1999-07-01,0
T695,1999-08-01,0
T695,1999-09-01,0
T695,1999-10-01,0
T695,1999-11-01,0
T695,1999-12-01,1
T695,2000-01-01,0
T695,2000-02-01,0
T695,2000-03-01,0
T695,2000-04-01,0
T695,2000-05-01,0
T695,2000-06-01,1
T695,2000-07-01,0
T695,2000-08-01,1
T695,2000-09-01,0
T695,2000-10-01,0
T695,2000-11-01,0
T695,2000-12-01,0
T695,2001-01-01,0
T695,2001-02-01,0
T695,2001-03-01,0
T695,2001-04-01,1
T695,2001-05-01,3
T695,2001-06-01,0
T695,2001-07-01,0
T695,2001-08-01,0
T695,2001-09-01,0
T695,2001-10-01,0
T695,2001-11-01,0
T695,2001-12-01,0
T695,2002-01-01,0
T695,2002-02-01,0
T695,2002-03-01,0
T696,1998-01-01,0
T696,1998-02-01,0
T696,1998-03-01,0
T696,1998-04-01,0
T696,1998-05-01,0
T696,1998-06-01,0
T696,1998-07-01,0
T696,1998-08-01,0
T696,1998-09-01,0
T696,1998-10-01,0
T696,1998-11-01,0
T696,1998-12-01,0
T696,1999-01-01,0
T696,1999-02-01,0
T696,1999-03-01,0
T696,1999-04-01,0
T696,1999-05-01,0
T696,1999-06-01,0
T696,1999-07-01,0
T696,1999-08-01,0
T696,1999-09-01,0
T696,1999-10-01,0
T696,1999-11-01,0
T696,1999-12-01,0
T696,2000-01-01,0
T696,2000-02-01,0
T696,2000-03-01,0
T696,2000-04-01,0
T696,2000-05-01,0
T696,2000-06-01,0
T696,2000-07-01,1
T696,2000-08-01,0
T696,2000-09-01,0
T696,2000-10-01,5
T696,2000-11-01,1
T696,2000-12-01,0
T696,2001-01-01,0
T696,2001-02-01,0
T696,2001-03-01,0
T696,2001-04-01,0
T696,2001-05-01,0
T696,2001-06-01,0
T696,2001-07-01,0
T696,2001-08-01,0
T696,2001-09-01,0
T696,2001-10-01,0
T696,2001-11-01,0
T696,2001-12-01,0
T696,2002-01-01,0
T696,2002-02-01,0
T696,2002-03-01,0
T697,1998-01-01,0
T697,1998-02-01,0
T697,1998-03-01,0
T697,1998-04-01,0
T697,1998-05-01,0
T697,1998-06-01,0
T697,1998-07-01,0
T697,1998-08-01,0
T697,1998-09-01,0
T697,1998-10-01,0
T697,1998-11-01,0
T697,1998-12-01,0
T697,1999-01-01,0
T697,1999-02-01,0
T697,1999-03-01,0
T697,1999-04-01,0
T697,1999-05-01,0
T697,1999-06-01,0
T697,1999-07-01,0
T697,1999-08-01,0
T697,1999-09-01,0
T697,1999-10-01,0
T697,1999-11-01,0
T697,1999-12-01,0
T697,2000-01-01,0
T697,2000-02-01,0
T697,2000-03-01,0
T697,2000-04-01,0
T697,2000-05-01,0
T697,2000-06-01,0
T697,2000-07-01,1
T697,2000-08-01,0
T697,2000-09-01,0
T697,2000-10-01,5
T697,2000-11-01,1
T697,2000-12-01,0
T697,2001-01-01,0
T697,2001-02-01,0
T697,2001-03-01,0
T697,2001-04-01,0
T697,2001-05-01,0
T697,2001-06-01,0
T697,2001-07-01,0
T697,2001-08-01,0
T697,2001-09-01,0
T697,2001-10-01,0
T697,2001-11-01,0
T697,2001-12-01,0
T697,2002-01-01,0
T697,2002-02-01,0
T697,2002-03-01,0
T698,1998-01-01,0
T698,1998-02-01,0
T698,1998-03-01,0
T698,1998-04-01,0
T698,1998-05-01,0
T698,1998-06-01,0
T698,1998-07-01,0
T698,1998-08-01,0
T698,1998-09-01,0
T698,1998-10-01,0
T698,1998-11-01,0
T698,1998-12-01,0
T698,1999-01-01,0
T698,1999-02-01,0
T698,1999-03-01,0
T698,1999-04-01,0
T698,1999-05-01,0
T698,1999-06-01,0
T698,1999-07-01,0
T698,1999-08-01,0
T698,1999-09-01,1
T698,1999-10-01,0
T698,1999-11-01,0
T698,1999-12-01,0
T698,2000-01-01,0
T698,2000-02-01,0
T698,2000-03-01,0
T698,2000-04-01,0
T698,2000-05-01,0
T698,2000-06-01,0
T698,2000-07-01,0
T698,2000-08-01,4
T698,2000-09-01,1
T698,2000-10-01,1
T698,2000-11-01,0
T698,2000-12-01,0
T698,2001-01-01,0
T698,2001-02-01,0
T698,2001-03-01,0
T698,2001-04-01,0
T698,2001-05-01,0
T698,2001-06-01,0
T698,2001-07-01,0
T698,2001-08-01,0
T698,2001-09-01,0
T698,2001-10-01,0
T698,2001-11-01,0
T698,2001-12-01,0
T698,2002-01-01,0
T698,2002-02-01,0
T698,2002-03-01,0
T699,1998-01-01,0
T699,1998-02-01,0
T699,1998-03-01,0
T699,1998-04-01,0
T699,1998-05-01,0
T699,1998-06-01,0
T699,1998-07-01,0
T699,1998-08-01,0
T699,1998-09-01,0
T699,1998-10-01,0
T699,1998-11-01,0
T699,1998-12-01,0
T699,1999-01-01,0
T699,1999-02-01,0
T699,1999-03-01,0
T699,1999-04-01,1
T699,1999-05-01,1
T699,1999-06-01,0
T699,1999-07-01,0
T699,1999-08-01,0
T699,1999-09-01,2
T699,1999-10-01,0
T699,1999-11-01,0
T699,1999-12-01,0
T699,2000-01-01,1
T699,2000-02-01,0
T699,2000-03-01,0
T699,2000-04-01,0
T699,2000-05-01,0
T699,2000-06-01,0
T699,2000-07-01,1
T699,2000-08-01,0
T699,2000-09-01,0
T699,2000-10-01,1
T699,2000-11-01,0
T699,2000-12-01,0
T699,2001-01-01,0
T699,2001-02-01,0
T699,2001-03-01,0
T699,2001-04-01,0
T699,2001-05-01,0
T699,2001-06-01,0
T699,2001-07-01,0
T699,2001-08-01,0
T699,2001-09-01,0
T699,2001-10-01,0
T699,2001-11-01,0
T699,2001-12-01,0
T699,2002-01-01,0
T699,2002-02-01,0
T699,2002-03-01,0
T700,1998-01-01,0
T700,1998-02-01,0
T700,1998-03-01,0
T700,1998-04-01,0
T700,1998-05-01,0
T700,1998-06-01,0
T700,1998-07-01,0
T700,1998-08-01,0
T700,1998-09-01,0
T700,1998-10-01,0
T700,1998-11-01,0
T700,1998-12-01,0
T700,1999-01-01,0
T700,1999-02-01,1
T700,1999-03-01,0
T700,1999-04-01,0
T700,1999-05-01,0
T700,1999-06-01,0
T700,1999-07-01,0
T700,1999-08-01,1
T700,1999-09-01,0
T700,1999-10-01,0
T700,1999-11-01,2
T700,1999-12-01,0
T700,2000-01-01,2
T700,2000-02-01,0
T700,2000-03-01,1
T700,2000-04-01,0
T700,2000-05-01,0
T700,2000-06-01,0
T700,2000-07-01,0
T700,2000-08-01,0
T700,2000-09-01,0
T700,2000-10-01,0
T700,2000-11-01,0
T700,2000-12-01,0
T700,2001-01-01,0
T700,2001-02-01,0
T700,2001-03-01,0
T700,2001-04-01,0
T700,2001-05-01,0
T700,2001-06-01,0
T700,2001-07-01,0
T700,2001-08-01,0
T700,2001-09-01,0
T700,2001-10-01,0
T700,2001-11-01,0
T700,2001-12-01,0
T700,2002-01-01,0
T700,2002-02-01,0
T700,2002-03-01,0
T701,1998-01-01,0
T701,1998-02-01,0
T701,1998-03-01,0
T701,1998-04-01,0
T701,1998-05-01,0
T701,1998-06-01,0
T701,1998-07-01,0
T701,1998-08-01,0
T701,1998-09-01,0
T701,1998-10-01,0
T701,1998-11-01,0
T701,1998-12-01,1
T701,1999-01-01,0
T701,1999-02-01,2
T701,1999-03-01,0
T701,1999-04-01,0
T701,1999-05-01,0
T701,1999-06-01,0
T701,1999-07-01,1
T701,1999-08-01,0
T701,1999-09-01,0
T701,1999-10-01,0
T701,1999-11-01,0
T701,1999-12-01,0
T701,2000-01-01,0
T701,2000-02-01,0
T701,2000-03-01,1
T701,2000-04-01,0
T701,2000-05-01,0
T701,2000-06-01,0
T701,2000-07-01,0
T701,2000-08-01,0
T701,2000-09-01,0
T701,2000-10-01,0
T701,2000-11-01,0
T701,2000-12-01,1
T701,2001-01-01,0
T701,2001-02-01,0
T701,2001-03-01,0
T701,2001-04-01,0
T701,2001-05-01,1
T701,2001-06-01,0
T701,2001-07-01,0
T701,2001-08-01,0
T701,2001-09-01,0
T701,2001-10-01,0
T701,2001-11-01,0
T701,2001-12-01,0
T701,2002-01-01,0
T701,2002-02-01,0
T701,2002-03-01,0
T702,1998-01-01,0
T702,1998-02-01,0
T702,1998-03-01,0
T702,1998-04-01,0
T702,1998-05-01,0
T702,1998-06-01,0
T702,1998-07-01,0
T702,1998-08-01,0
T702,1998-09-01,0
T702,1998-10-01,0
T702,1998-11-01,0
T702,1998-12-01,0
T702,1999-01-01,0
T702,1999-02-01,0
T702,1999-03-01,0
T702,1999-04-01,0
T702,1999-05-01,0
T702,1999-06-01,0
T702,1999-07-01,0
T702,1999-08-01,0
T702,1999-09-01,0
T702,1999-10-01,0
T702,1999-11-01,0
T702,1999-12-01,0
T702,2000-01-01,0
T702,2000-02-01,0
T702,2000-03-01,0
T702,2000-04-01,2
T702,2000-05-01,0
T702,2000-06-01,1
T702,2000-07-01,0
T702,2000-08-01,0
T702,2000-09-01,0
T702,2000-10-01,0
T702,2000-11-01,0
T702,2000-12-01,0
T702,2001-01-01,0
T702,2001-02-01,0
T702,2001-03-01,0
T702,2001-04-01,0
T702,2001-05-01,0
T702,2001-06-01,3
T702,2001-07-01,0
T702,2001-08-01,1
T702,2001-09-01,0
T702,2001-10-01,0
T702,2001-11-01,0
T702,2001-12-01,0
T702,2002-01-01,0
T702,2002-02-01,0
T702,2002-03-01,0
T703,1998-01-01,0
T703,1998-02-01,0
T703,1998-03-01,0
T703,1998-04-01,0
T703,1998-05-01,0
T703,1998-06-01,0
T703,1998-07-01,0
T703,1998-08-01,0
T703,1998-09-01,0
T703,1998-10-01,0
T703,1998-11-01,0
T703,1998-12-01,0
T703,1999-01-01,0
T703,1999-02-01,0
T703,1999-03-01,0
T703,1999-04-01,0
T703,1999-05-01,0
T703,1999-06-01,0
T703,1999-07-01,0
T703,1999-08-01,0
T703,1999-09-01,0
T703,1999-10-01,0
T703,1999-11-01,0
T703,1999-12-01,0
T703,2000-01-01,0
T703,2000-02-01,0
T703,2000-03-01,0
T703,2000-04-01,2
T703,2000-05-01,0
T703,2000-06-01,0
T703,2000-07-01,0
T703,2000-08-01,0
T703,2000-09-01,0
T703,2000-10-01,0
T703,2000-11-01,0
T703,2000-12-01,0
T703,2001-01-01,0
T703,2001-02-01,0
T703,2001-03-01,0
T703,2001-04-01,0
T703,2001-05-01,0
T703,2001-06-01,3
T703,2001-07-01,0
T703,2001-08-01,1
T703,2001-09-01,0
T703,2001-10-01,0
T703,2001-11-01,0
T703,2001-12-01,0
T703,2002-01-01,0
T703,2002-02-01,0
T703,2002-03-01,1
T704,1998-01-01,0
T704,1998-02-01,0
T704,1998-03-01,0
T704,1998-04-01,0
T704,1998-05-01,0
T704,1998-06-01,0
T704,1998-07-01,0
T704,1998-08-01,0
T704,1998-09-01,0
T704,1998-10-01,0
T704,1998-11-01,0
T704,1998-12-01,0
T704,1999-01-01,0
T704,1999-02-01,0
T704,1999-03-01,0
T704,1999-04-01,0
T704,1999-05-01,0
T704,1999-06-01,0
T704,1999-07-01,0
T704,1999-08-01,0
T704,1999-09-01,0
T704,1999-10-01,0
T704,1999-11-01,0
T704,1999-12-01,0
T704,2000-01-01,0
T704,2000-02-01,1
T704,2000-03-01,1
T704,2000-04-01,0
T704,2000-05-01,0
T704,2000-06-01,0
T704,2000-07-01,0
T704,2000-08-01,0
T704,2000-09-01,0
T704,2000-10-01,0
T704,2000-11-01,2
T704,2000-12-01,0
T704,2001-01-01,0
T704,2001-02-01,0
T704,2001-03-01,0
T704,2001-04-01,0
T704,2001-05-01,0
T704,2001-06-01,0
T704,2001-07-01,0
T704,2001-08-01,1
T704,2001-09-01,0
T704,2001-10-01,0
T704,2001-11-01,0
T704,2001-12-01,1
T704,2002-01-01,1
T704,2002-02-01,0
T704,2002-03-01,0
T705,1998-01-01,2
T705,1998-02-01,0
T705,1998-03-01,0
T705,1998-04-01,0
T705,1998-05-01,0
T705,1998-06-01,0
T705,1998-07-01,0
T705,1998-08-01,0
T705,1998-09-01,1
T705,1998-10-01,0
T705,1998-11-01,2
T705,1998-12-01,1
T705,1999-01-01,1
T705,1999-02-01,0
T705,1999-03-01,0
T705,1999-04-01,0
T705,1999-05-01,0
T705,1999-06-01,0
T705,1999-07-01,0
T705,1999-08-01,0
T705,1999-09-01,0
T705,1999-10-01,0
T705,1999-11-01,0
T705,1999-12-01,0
T705,2000-01-01,0
T705,2000-02-01,0
T705,2000-03-01,0
T705,2000-04-01,0
T705,2000-05-01,0
T705,2000-06-01,0
T705,2000-07-01,0
T705,2000-08-01,0
T705,2000-09-01,0
T705,2000-10-01,0
T705,2000-11-01,0
T705,2000-12-01,0
T705,2001-01-01,0
T705,2001-02-01,0
T705,2001-03-01,0
T705,2001-04-01,0
T705,2001-05-01,0
T705,2001-06-01,0
T705,2001-07-01,0
